origin_text,vi_standard,origin_no_tone,cipher_surface,rime_rule_id,tone_class,protected_flag,decode_key,row_hmac
persistencelayerawareness,nhận thức lớp bền vững,nhân thưc lơp bên vưng,nhan thuc lop ben vung,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C1,C2,C4",false,"nhân thưc lơp bên vưng|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C1,C2,C4",2666ea51bd1056685c53b9161097b70350616f66052fd92822f66c14189dabb5
persistenthomology,đồng nhất bền vững,đông nhât bên vưng,đong nhat ben vung,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C2,C4",false,"đông nhât bên vưng|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C2,C4",854562c4fa67ac78369f96c3f12a59519b0dca7d3a675d8df4b045091e5d1991
persisterflow,luồng bền vững,luông bên vưng,luong ben vung,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C2,C4",false,"luông bên vưng|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C2,C4",d70a34255b13eba78649aaad51047c0eeac41893014b022f98be3f74b2dbc67b
persistinglinkoptinoncountrychange,tùy chọn liên kết bền vững trên quốc gia,tuy chon liên kêt bên vưng trên quôc gia,tuy chon lien ket ben vung tren quoc gia,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C2,C5,C0,C1,C2,C4,C0,C1,C0",false,"tuy chon liên kêt bên vưng trên quôc gia|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C2,C5,C0,C1,C2,C4,C0,C1,C0",786d35d84dcddc77ce8d21fec859157f0a17023c44652fb236ed22d48fb57b1d
persondetails,thông tin cá nhân,thông tin ca nhân,thong tin ca nhan,"R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP","C0,C0,C1,C0",false,"thông tin ca nhân|R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP|C0,C0,C1,C0",a41491c91947564dbf4f17b94a77fb549b67ced2b32e7c7d6963fbfb7c1ea974
personaecosystem,hệ sinh thái cá nhân,hê sinh thai ca nhân,he sinh thai ca nhan,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C0,C1,C1,C0",false,"hê sinh thai ca nhân|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C0,C1,C1,C0",46c4f1958e510835b164c8000250983ad641831fb22bff546cb5c08f476c7aa7
personaecosystemmap,bản đồ hệ sinh thái cá nhân,ban đô hê sinh thai ca nhân,ban đo he sinh thai ca nhan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C2,C5,C0,C1,C1,C0",false,"ban đô hê sinh thai ca nhân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C2,C5,C0,C1,C1,C0",72ae288e7217e1f5fc3b6043b99453957dc61f3442205e5d7862668fadac13ec
personaidentityprotection,bảo vệ danh tính cá nhân,bao vê danh tinh ca nhân,bao ve danh tinh ca nhan,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C5,C0,C1,C1,C0",false,"bao vê danh tinh ca nhân|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C5,C0,C1,C1,C0",47571205895271f77f268c5818f34260ed8f4ac5a0efefdb27ecd23ad0a79c48
personaimpersonation,nhân cách mạo danh,nhân cach mao danh,nhan cach mao danh,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C1,C5,C0",false,"nhân cach mao danh|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C1,C5,C0",40b6308f888d175429e0c2fd423e42e5d1f0d3c086162a882b61b696ac8feabd
personaladdress,địa chỉ cá nhân,đia chi ca nhân,đia chi ca nhan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C3,C1,C0",false,"đia chi ca nhân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C3,C1,C0",ae850bd9d4a039433f5b0aecc96a1cf5669c6bbab071d5cd547c82abd938b564
personaladdresskanji,địa chỉ cá nhân kanji,đia chi ca nhân kanji,đia chi ca nhan kanji,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C5,C3,C1,C0,C0",false,"đia chi ca nhân kanji|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C5,C3,C1,C0,C0",23666d1be5c75bf7723e37f8a3e8fc9654b02ab89c15eef6ef029599e3d15122
personale,cá nhân,ca nhân,ca nhan,"R_TONE_ONLY,R_KEEP","C1,C0",false,"ca nhân|R_TONE_ONLY,R_KEEP|C1,C0",750779eb5d4120bf7da26fe42e8ba540d2a24c010919d3801ff5ef1844fe5386
personali,cá nhân,ca nhân,ca nhan,"R_TONE_ONLY,R_KEEP","C1,C0",false,"ca nhân|R_TONE_ONLY,R_KEEP|C1,C0",750779eb5d4120bf7da26fe42e8ba540d2a24c010919d3801ff5ef1844fe5386
personification,nhân cách hóa,nhân cach hoa,nhan cach hoa,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C1",false,"nhân cach hoa|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C1",4216a4f380bc1531474b2f898dad24cadac2f6b1f0aa3c1c149f4a3dc91b9455
peruvian,người Peru,ngươi Peru,ngui peru,"RN_UOI_UI,R_KEEP","C2,C0",false,"ngươi Peru|RN_UOI_UI,R_KEEP|C2,C0",0e28c1b33f2f0a056549b79d143811c2e191f78fad98d33d992ee097f64cb416
pescara,cá,ca,ca,R_TONE_ONLY,C1,false,ca|R_TONE_ONLY|C1,41f0c2dc5e6814609d50abddd1e4940dfe3fe6ed493c5660b1d4e9224da9e3c6
petcremationandservices,hỏa táng thú cưng và dịch vụ,hoa tang thu cưng va dich vu,hoa tang thu cung va dich vu,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C1,C1,C0,C2,C5,C5",false,"hoa tang thu cưng va dich vu|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C1,C1,C0,C2,C5,C5",b1dd9b4a237e89a770756979d882551850fde632507489e618fb020ad060dcd4
petcaremodules,mô-đun chăm sóc thú cưng,mô đun chăm soc thu cưng,mo đun cham soc thu cung,"R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C0,C0,C1,C1,C0",false,"mô đun chăm soc thu cưng|R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C0,C0,C1,C1,C0",4bf2ab9a9bae342f9d4a6755cbcae49fc8871ce3b9107714b3abcd420b4a70b3
phase1complete,giai đoạn 1 hoàn thành,giai đoan 1 hoan thanh,giai đoan 1 hoan thanh,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C2,C2",false,"giai đoan 1 hoan thanh|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C2,C2",b1c44a34970e2aaf48e42c85a6e1ee0d3c250a47b10a036f8af5dbed8e126cc4
phase1prediction,dự đoán giai đoạn 1,dư đoan giai đoan 1,du đoan giai đoan 1,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C1,C0,C5,C0",false,"dư đoan giai đoan 1|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C1,C0,C5,C0",22ad4ca315dae4dc7d40e1bc20ee58c7241110e2423c93cd054c84b3ca036a94
phase2cleanupandlock,giai đoạn 2 dọn dẹp và khóa,giai đoan 2 don dep va khoa,giai đoan 2 don dep va khoa,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C5,C5,C2,C1",false,"giai đoan 2 don dep va khoa|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C5,C5,C2,C1",a1992dab9a147d5bb2652ae1487fef24305886a7595990d37ee55b95bc1e86f7
phase2prediction,dự đoán giai đoạn 2,dư đoan giai đoan 2,du đoan giai đoan 2,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C1,C0,C5,C0",false,"dư đoan giai đoan 2|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C1,C0,C5,C0",4e989ec515794ca57be719eeb5e808a9b8593699343e4e7c31ae40a33ea57014
phase5resonanceprotocol,giao thức cộng hưởng pha 5,giao thưc công hương pha 5,giao thuc cong huong pha 5,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C0,C1,C5,C3,C0,C0",false,"giao thưc công hương pha 5|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C0,C1,C5,C3,C0,C0",475dbc9c1504d1c8d4c8b2ec837b99f5af6681e7ef9ba16074218cd696499acc
phase0currentlyhave,giai đoạn 0 hiện đang có,giai đoan 0 hiên đang co,giai đoan 0 hien đang co,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C5,C0,C5,C0,C1",false,"giai đoan 0 hiên đang co|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C5,C0,C5,C0,C1",efb079aed1934c50fce706896bd55a6644af9bf56e40e14532ba59ee48d833b6
phase0done,giai đoạn 0 đã hoàn thành,giai đoan 0 đa hoan thanh,giai đoan 0 đa hoan thanh,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C4,C2,C2",false,"giai đoan 0 đa hoan thanh|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C4,C2,C2",c0de2fff927006d5e2dd97651f2f9cca84914fc068c86e3caae1f21f9bf901b8
phase1coreengine,động cơ lõi giai đoạn 1,đông cơ loi giai đoan 1,đong co lau giai đoan 1,"R_TONE_ONLY,R_KEEP,RN_OI_AU,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C0,C4,C0,C5,C0",false,"đông cơ loi giai đoan 1|R_TONE_ONLY,R_KEEP,RN_OI_AU,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C0,C4,C0,C5,C0",f064ab8ce94ffb56875283b3f84664ad249c91daa7d54b508caf9062eb1b5c76
phase1done,giai đoạn 1 đã hoàn thành,giai đoan 1 đa hoan thanh,giai đoan 1 đa hoan thanh,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C4,C2,C2",false,"giai đoan 1 đa hoan thanh|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C4,C2,C2",10cbdbe737702fc1dbf718b672837e1a8c3b6b93542ea11d0977f460b19af75a
phase1loggerservice,dịch vụ ghi nhật ký giai đoạn 1,dich vu ghi nhât ky giai đoan 1,dich vu ghi nhat ky giai đoan 1,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C5,C0,C5,C1,C0,C5,C0",false,"dich vu ghi nhât ky giai đoan 1|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C5,C0,C5,C1,C0,C5,C0",845e5572fabfacd3705e8273713e188169465510021fc215870d9530c9b864e4
phase1miniprefreeze,giai đoạn 1 đông lạnh sơ bộ,giai đoan 1 đông lanh sơ bô,giai đoan 1 đong lanh so bo,"R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C5,C0,C0,C5,C0,C5",false,"giai đoan 1 đông lanh sơ bô|R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C5,C0,C0,C5,C0,C5",0841edce15865d0eda6454d84c8484b17432d0d45225b1b38917794bbe8933ac
phase1simreview,đánh giá mô phỏng giai đoạn 1,đanh gia mô phong giai đoan 1,đanh gia mo phong giai đoan 1,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C1,C1,C0,C3,C0,C5,C0",false,"đanh gia mô phong giai đoan 1|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C1,C1,C0,C3,C0,C5,C0",abdb0382de31e97f2791259d48e6c1d4f909e572b2203022e45630a4823e9ef2
phase1vocabcleanup,giai đoạn 1 dọn dẹp từ vựng,giai đoan 1 don dep tư vưng,giai đoan 1 don dep tu vung,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C5,C5,C2,C5",false,"giai đoan 1 don dep tư vưng|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C5,C5,C2,C5",468580b4911b30ee2c281039c7f26fd4c929b402a808fd584612e6e0a1e89aff
phase21startingpriority,ưu tiên bắt đầu giai đoạn 21,ưu tiên băt đâu giai đoan 21,uu tien bat đau giai đoan 21,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C0,C0,C1,C2,C0,C5,C0",false,"ưu tiên băt đâu giai đoan 21|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C0,C0,C1,C2,C0,C5,C0",0e89de67eb6a73dc6bc4a5a450d1f600cd1ce9cbaadd55086ea42545a12f0341
phase2collaborationmatrix,ma trận hợp tác giai đoạn 2,ma trân hơp tac giai đoan 2,ma tran hop tac giai đoan 2,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C0,C5,C5,C1,C0,C5,C0",false,"ma trân hơp tac giai đoan 2|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C0,C5,C5,C1,C0,C5,C0",f314ea3fde25515e6c7f3491092a52cde7f91780986705c315237c2d04b8c24f
phase2compoundsealengine,động cơ kín hợp chất pha2,đông cơ kin hơp chât pha2,đong co kin hop chat pha2,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C0,C1,C5,C1,C0",false,"đông cơ kin hơp chât pha2|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C0,C1,C5,C1,C0",b30b5b91b44efacd4234bf460ef4b4cfca78767ea90c646b3ca2818d546e60ef
phase2filingprep,giai đoạn2 chuẩn bị nộp đơn,giai đoan2 chuân bi nôp đơn,giai đoan2 chuan bi nop đon,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C5,C3,C5,C5,C0",false,"giai đoan2 chuân bi nôp đơn|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C5,C3,C5,C5,C0",07f34c22221f03ace089fda261bb60c5d6db848387db197c2794a6c7d117e48d
phase2pending,giai đoạn2 đang chờ xử lý,giai đoan2 đang chơ xư ly,giai đoan2 đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C2,C3,C1",false,"giai đoan2 đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C2,C3,C1",c24ff3ab65fd03237a26d62356bc9729d45ef99553c4b9a921ef8ae5844d3ea7
phase2statetransitionlogging,ghi nhật ký chuyển đổi trạng thái giai đoạn 2,ghi nhât ky chuyên đôi trang thai giai đoan 2,ghi nhat ky chuyen đau trang thai giai đoan 2,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C0,C5,C1,C3,C3,C5,C1,C0,C5,C0",false,"ghi nhât ky chuyên đôi trang thai giai đoan 2|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C0,C5,C1,C3,C3,C5,C1,C0,C5,C0",568e33e53bf37f4ca4980e7273ad02e682a3583ce844fab35209ca420f82fbce
phase2tier1sweep,giai đoạn2tầng1quét,giai đoan2tâng1quet,giai đoan2tang1quet,"R_KEEP,R_TONE_ONLY","C0,C1",false,"giai đoan2tâng1quet|R_KEEP,R_TONE_ONLY|C0,C1",ce1dc8fb19588e80d23c7a34644854a147f78a84f2f8545ab1ea55c19f1f5062
phase3claimpack,gói yêu cầu giai đoạn 3,goi yêu câu giai đoan 3,gau yeu cau giai đoan 3,"RN_OI_AU,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C1,C0,C2,C0,C5,C0",false,"goi yêu câu giai đoan 3|RN_OI_AU,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C1,C0,C2,C0,C5,C0",98725d0d7f99c497c480120f320e2a6fe5d0a1326afc323cf523b658d5816855
phase3entityrecognition,nhận dạng thực thể giai đoạn 3,nhân dang thưc thê giai đoan 3,nhan dang thuc the giai đoan 3,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C5,C5,C3,C0,C5,C0",false,"nhân dang thưc thê giai đoan 3|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C5,C5,C3,C0,C5,C0",67e3badbbb50ee77c5ce2178d57726bf3b0e2a9e8fcce09c29dc5f4df3997581
phase3memorylearning,học tập trí nhớ giai đoạn 3,hoc tâp tri nhơ giai đoan 3,hoc tap tri nho giai đoan 3,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C5,C5,C1,C1,C0,C5,C0",false,"hoc tâp tri nhơ giai đoan 3|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C5,C5,C1,C1,C0,C5,C0",b18301c864c1775f457f1bd1dba0aba530d7a9e164b913f3919942bbe5ecc18c
phase3migrationscan,di cư giai đoạn 3 có thể,di cư giai đoan 3 co thê,di cu giai đoan 3 co the,"R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C0,C5,C0,C1,C3",false,"di cư giai đoan 3 co thê|R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C0,C5,C0,C1,C3",b5877355c8232e88c9577a2c5103faf9e8e9183c168637b91f3fd04969b7397c
phase3pending,giai đoạn 3 đang chờ xử lý,giai đoan 3 đang chơ xư ly,giai đoan 3 đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C0,C2,C3,C1",false,"giai đoan 3 đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C0,C2,C3,C1",b1d85630b20f629d0d1ba4c4547b47fccc8eb28ac0aba2453f173726f2016c72
phase3unittests,kiểm tra đơn vị giai đoạn 3,kiêm tra đơn vi giai đoan 3,kiem tra đon vi giai đoan 3,"R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C3,C0,C0,C5,C0,C5,C0",false,"kiêm tra đơn vi giai đoan 3|R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C3,C0,C0,C5,C0,C5,C0",09a5fa16e8cf05c7bbbfb2d2a027ce9b67d2428e4e0c6a2c24771579d1cfc5f1
phase4deploymentstrategy,chiến lược triển khai giai đoạn 4,chiên lươc triên khai giai đoan 4,chien luoc trien khai giai đoan 4,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP","C1,C5,C3,C0,C0,C5,C0",false,"chiên lươc triên khai giai đoan 4|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP|C1,C5,C3,C0,C0,C5,C0",02f32ee264a2dcbcc7160357e79e88ff903a12370da1ce9aa51be25f77d49278
phase4pending,giai đoạn 4 đang chờ xử lý,giai đoan 4 đang chơ xư ly,giai đoan 4 đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C0,C2,C3,C1",false,"giai đoan 4 đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C0,C2,C3,C1",521918ca546edbfc380fcc2ec58b1c261118d0ea7f82d900709dd5a5dee86ea8
phase4relationalcheck,kiểm tra quan hệ giai đoạn 4,kiêm tra quan hê giai đoan 4,kiem tra quan he giai đoan 4,"R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C3,C0,C0,C5,C0,C5,C0",false,"kiêm tra quan hê giai đoan 4|R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C3,C0,C0,C5,C0,C5,C0",7eed0a431bebf78016425d7d92c414eb0f8879c3404a54da3dadde788ceadcef
phase4substratesynthesis,tổng hợp chất nền giai đoạn 4,tông hơp chât nên giai đoan 4,tong hop chat nen giai đoan 4,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C3,C5,C1,C2,C0,C5,C0",false,"tông hơp chât nên giai đoan 4|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C3,C5,C1,C2,C0,C5,C0",5dfd26b2854d9d18f28cd78e255378d1f2c31350760b31a0d00b3f72293d0ec1
phase5documentation,tài liệu giai đoạn 5,tai liêu giai đoan 5,tai lieu giai đoan 5,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP","C2,C5,C0,C5,C0",false,"tai liêu giai đoan 5|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP|C2,C5,C0,C5,C0",e98ef1d0883e34f9aa93588297b6735d40902b1fbce4498fc87c3cceae8fdce3
phase5fieldintegration,tích hợp trường pha 5,tich hơp trương pha 5,tich hop truong pha 5,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C1,C5,C2,C0,C0",false,"tich hơp trương pha 5|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C1,C5,C2,C0,C0",156c0af7911c1ed05f1b2f741472126774624bf222b38c1bafd488e99fd7b65b
phase5pending,giai đoạn 5 đang chờ xử lý,giai đoan 5 đang chơ xư ly,giai đoan 5 đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C0,C2,C3,C1",false,"giai đoan 5 đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C0,C2,C3,C1",85c54b0ee4c380697aae580352fd35183362ef6edc06af644a9438a727586548
phase6pending,giai đoạn 6 đang chờ xử lý,giai đoan 6 đang chơ xư ly,giai đoan 6 đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C0,C2,C3,C1",false,"giai đoan 6 đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C0,C2,C3,C1",2a04783ee72dd88f1b020e1199c6cb0460013ee3f579c5e85edabfade78b0bc9
phaseb2specmomentsmodule,mô-đun đặc trưng phab2,mô đun đăc trưng phab2,mo đun đac trung phab2,"R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP","C0,C0,C5,C0,C0",false,"mô đun đăc trưng phab2|R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP|C0,C0,C5,C0,C0",67296fe878524a8cbf4ae7aed5188fe27924d15cf769b3997636c1adb95d0d6e
phaseblocked,chặn pha,chăn pha,chen pha,"RN_AN_EN,R_KEEP","C5,C0",false,"chăn pha|RN_AN_EN,R_KEEP|C5,C0",00e97492157a29fb946207022cf75e5df9a7832fb4b83421af307d17ffdcfa58
phasegimmunewire,dây dẫn miễn dịch pha,dây dân miên dich pha,day dan mien dich pha,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C4,C4,C5,C0",false,"dây dân miên dich pha|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C4,C4,C5,C0",20b536b17de163538a4295d90787fe85d4127be293f7d85690ccc3ff9616aaea
